Unnamed: 0.1,Unnamed: 0,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,leaf_hair_description,leaf_hair_upper_description,leaf_hair_lower_description,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,staminate_pedicel_width,pistillate_pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,staminate_peduncle_length,staminate_peduncle_width,pistillate_peduncle_length,pistillate_peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla,lower_corolla,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corrola_lobes_length,male_corrola_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,species_id
34,34,Campanulaceae,Clermontia,grandiflora,`oha wai,"pg 423-426,428-430",['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],,glabrous,glabrous or pubescent,['MONOECIOUS'],['RACEME'],,,,"Greenish , purplish, maroon or rose",,,,['NAN'],,,,['BERRY'],2n,28*,28.0,['ENDEMIC'],['ENDEMIC'],"['SHRUB', 'TREE']",['SIMPLE'],['TEETH'],"['ELLIPTIC', 'OBLANCEOLATE']",[],[],[],[],[],[],[],['G'],"['G', 'PU']",[],"['MAUI', 'MOLOKAI', 'LANAI']",set(),"{'exmin': nan, 'min': 1.0, 'max': 6.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 4.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 4.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.5, 'max': 4.5, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 0.2, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 18.0, 'max': 65.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 10.0, 'max': 17.0, 'exmax': 20.0, 'unit': 'mm'}","{'exmin': 10.0, 'unit': 'mm'}","{'exmin': nan, 'min': 20.0, 'max': 110.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 55.0, 'max': 80.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 7.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}","{'min': 55.0, 'max': 80.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 16.0, 'max': 26.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 10.0, 'max': nan, 'exmax': 20.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_grandiflora
35,35,Campanulaceae,Clermontia,kakeana,`oha wai,"pg 423-426,428-431",['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],,glabrous,glabrous or pubescent,['MONOECIOUS'],['RACEME'],,,,"Pale green externally, greenish white to white within",,,,['NAN'],,,,['BERRY'],2n,28*,28.0,['ENDEMIC'],['ENDEMIC'],"['SHRUB', 'TREE']",['SIMPLE'],['TEETH'],"['ELLIPTIC', 'OBLANCEOLATE', 'OBOVATE']",[],[],[],[],[],[],[],['G'],"['G', 'PU']",[],"['MAUI', 'MOLOKAI', 'OAHU']",set(),"{'exmin': nan, 'min': 1.0, 'max': 6.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 12.0, 'max': 26.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 3.5, 'max': 9.8, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 2.0, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 25.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 8.0, 'max': 14.0, 'exmax': 14.0, 'unit': 'mm'}","{'exmin': 8.0, 'unit': 'mm'}","{'exmin': nan, 'min': 15.0, 'max': 55.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 45.0, 'max': 55.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 8.0, 'max': 14.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 18.0, 'max': 34.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 15.0, 'max': nan, 'exmax': 34.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_kakeana
36,36,Campanulaceae,Clermontia,micrantha,`oha wai,"pg 423-426, 429,432",['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['RACEME'],,,,Rose to pink,,,,['NAN'],,,,['BERRY'],,,,['ENDEMIC'],['ENDEMIC'],['SHRUB'],['SIMPLE'],['TEETH'],"['ELLIPTIC', 'OBLONG']",[],[],[],[],[],[],['GLABROUS'],[],[],[],"['MAUI', 'LANAI']",set(),"{'exmin': nan, 'min': 0.4, 'max': 2.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 4.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.0, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 14.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 5.0, 'max': 8.0, 'exmax': 7.0, 'unit': 'mm'}","{'exmin': 3.0, 'unit': 'mm'}","{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 18.0, 'max': 28.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 9.0, 'max': nan, 'exmax': 10.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_micrantha
37,37,Campanulaceae,Clermontia,oblongifolia,`oha wai,"pg 423-426, 432-433",['DICOTS'],brevipes,['GLABROUS (SMOOTH)'],['ALTERNATE'],,glabrous,glabrous or pubescent,['MONOECIOUS'],['RACEME'],,,,Greenish white or purple,,,,['NAN'],,,,['NAN'],2n,28*,28.0,['ENDEMIC'],['ENDEMIC'],"['SHRUB', 'TREE']",['SIMPLE'],['TEETH'],"['LANCEOLATE', 'ELLIPTIC', 'OBLONG']",[],[],[],[],[],[],[],['G'],"['G', 'PU']",[],['MOLOKAI'],set(),"{'exmin': nan, 'min': 2.0, 'max': 7.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 7.0, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.8, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 45.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 10.0, 'max': 13.0, 'exmax': 13.0, 'unit': 'mm'}","{'exmin': 10.0, 'unit': 'mm'}","{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 65.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 17.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_oblongifolia
38,38,Campanulaceae,Clermontia,parviflora,`oha wai,"pg 423-426, 433-435",['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],,glabrous,glabrous or sparsely pubescent,['MONOECIOUS'],['RACEME'],,,,"Green, purple or white externally, white or pale purple within",,,,['NAN'],,,,['BERRY'],2n,28*,28.0,['ENDEMIC'],['ENDEMIC'],['SHRUB'],['SIMPLE'],['TEETH'],"['ELLIPTIC', 'OBLANCEOLATE']",[],[],[],[],[],[],[],['G'],"['G', 'PU']",[],['HAWAII'],set(),"{'exmin': nan, 'min': 1.0, 'max': 3.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 6.0, 'max': 18.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 5.0, 'max': 8.0, 'exmax': 5.0, 'unit': 'mm'}","{'exmin': 3.0, 'unit': 'mm'}","{'exmin': nan, 'min': 10.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,"{'exmin': nan, 'min': 15.0, 'max': 28.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 25.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 10.0, 'max': nan, 'exmax': 20.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_parviflora
39,39,Campanulaceae,Clermontia,tuberculata,`oha wai,"pg 423-426, 436-437",['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],,glabrous,glabrous or minutely muricate,['MONOECIOUS'],['RACEME'],,,,,,,,['ZYGOMORPHIC'],,,Rose,['NAN'],,,,['ENDEMIC'],['ENDEMIC'],"['SHRUB', 'TREE']",['SIMPLE'],['TEETH'],"['OBLANCEOLATE', 'OBLONG', 'OBOVATE']",[],[],[],[],[],[],[],['G'],['G'],[],['MAUI'],set(),"{'exmin': nan, 'min': 4.0, 'max': 5.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 9.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.5, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 30.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 14.0, 'max': 19.0, 'exmax': 19.0, 'unit': 'mm'}","{'exmin': 14.0, 'unit': 'mm'}","{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 9.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 70.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 12.0, 'max': 18.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_tuberculata
40,40,Campanulaceae,Clermontia,samuelii,`oha wai,"pg 423-426, 436",['DICOTS'],hanaensis,['GLABROUS (SMOOTH)'],['ALTERNATE'],,,sparsely pubescent,['MONOECIOUS'],['RACEME'],,,,Rose or greenish white to white,,,,['NAN'],,,,['NAN'],,,,['ENDEMIC'],['ENDEMIC'],['SHRUB'],['SIMPLE'],['TEETH'],"['ELLIPTIC', 'OBLANCEOLATE']",[],[],[],[],[],[],[],"['G', 'PU']",['PU'],[],['MAUI'],set(),"{'exmin': nan, 'min': 1.2, 'max': 5.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.8, 'max': 4.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.5, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 28.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 8.0, 'max': 14.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': 5.0, 'unit': 'mm'}","{'exmin': nan, 'min': 4.0, 'max': 18.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,"{'min': 40.0, 'max': 55.0, 'exmax': nan, 'unit': 'mm'}","{'min': 5.0, 'max': 10.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_samuelii
41,41,Acanthaceae,Dicliptera,chinensis,,pg 171,['DICOTS'],,['NAN'],['DECUSSATE'],"sparsely strigillose, especially on the veins",,,['MONOECIOUS'],"['CYME', 'SPIKE', 'PANICLE']",,,,,,,,['FUNNELFORM'],,,Rose to purple,['CAPSULE'],2n,,,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],[],[],[],[],[],[],[],[],['STRIGOSE'],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.2, 'max': 0.7, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.5, 'max': 13.5, 'exmax': nan, 'unit': 'cm'}",,,,,,"{'exmin': nan, 'min': 1.0, 'max': 3.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 14.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': 0.0, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 'calyx lobes? Is this the same thing', 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 5.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 13.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': 4.0, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Acanthaceae_Dicliptera_chinensis
42,42,Acanthaceae,Hemigraphis,alternata,"metal-flower, red-flame",pg 171,['DICOTS'],,['NAN'],['DECUSSATE'],sparsely hispidulous,,,['MONOECIOUS'],['RACEME'],,,,,,,,['TUBULAR'],,,White with purple veins,['NAN'],,,,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['NOTEETH'],['CORDATE'],[],[],[],[],[],[],['HISPID'],[],[],[],['OAHU'],set(),"{'exmin': nan, 'min': 0.3, 'max': 0.8, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 3.5, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.6, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '7', 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': 6.0, 'max': 12.0, 'exmax': None, 'unit': 'count'}",,,,Acanthaceae_Hemigraphis_alternata
43,43,Acanthaceae,Thunbergia,laurifolia,purple allamanda,pg 174-175,['DICOTS'],,['NAN'],['NAN'],,,,['MONOECIOUS'],"['RACEME', 'SOLITARY']",,,,,,,,['TUBULAR'],,,Pale blue with a white or pale yellow throat,['NAN'],2n,56,56.0,['NATURALIZED'],['NAN'],['VINE'],['SIMPLE'],['NOTEETH'],['ELLIPTIC'],[],[],[],[],[],[],['GLABROUS'],[],[],['G'],"['HAWAII', 'MAUI', 'LANAI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 12.0, 'max': nan, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 8.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.5, 'max': 5.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,"{'exmin': nan, 'min': nan, 'max': 300.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 10.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,"{'min': 25.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'min': 10.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 20.0, 'max': 45.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': nan, 'max': 110.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '20', 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 30.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 20.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 30.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'min': 30.0, 'max': 40.0, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 13.0, 'max': nan, 'exmax': 15.0, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,"{'min': 80.0, 'max': 120.0, 'exmax': nan, 'unit': 'cm'}",Acanthaceae_Thunbergia_laurifolia
44,44,Acanthaceae,Ruellia,simplex,,pg 172-174,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrate,,,['MONOECIOUS'],"['CYME', 'PANICLE']",,,,,,,,['FUNNELFORM'],,,Lavender,['CAPSULE'],2n,34,34.0,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['NOTEETH'],"['LANCEOLATE', 'LINEAR', 'ELLIPTIC']",[],[],[],[],[],[],['GLABROUS'],[],[],[],"['OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.5, 'max': 1.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 8.0, 'max': 22.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.8, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 2.4, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '2', 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 8.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 40.0, 'max': 45.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': 4.0, 'max': 20.0, 'exmax': None, 'unit': 'count'}",,,,Acanthaceae_Ruellia_simplex
