,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla_length,lower_corolla_length,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip_length,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corolla_lobes_length,male_corolla_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,pistillate_peduncle_length,pistillate_peduncle_width,staminate_pedicel_length,staminate_peduncle_length,staminate_peduncle_width,species_key
2122,Poaceae,Sorghum,xdrummondii,,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_sorghum_xdrummondii
2123,Poaceae,Sporobolus,africanus,African dropseed,,Monocots,,,,,,,,,,,,,,,,,,2n,"18, 36","18, 36",PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 25.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.2, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.2, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.12, 'max': 0.15, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_sporobolus_africanus
2124,Poaceae,Sporobolus,diander,Indian dropseed,,Monocots,,,,,,,,,,,,,,,,,,2n,"24, 36, 48","24, 36, 48",PC,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.1, 'max': 0.2, 'exmax': 0.4, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.2, 'exmax': 0.4, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.06, 'max': 0.08, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_sporobolus_diander
2125,Poaceae,Sporobolus,elongatus,,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_sporobolus_elongatus
2126,Poaceae,Sporobolus,indicus,West Indian dropseed,,Monocots,,,,,,,,,,,,,,,,,,2n,"18, 24, 36, 40, 48","18, 24, 36, 40, 48",PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 13.0, 'max': 35.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.3, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.3, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_sporobolus_indicus
2127,Poaceae,Sporobolus,pilferus,,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_sporobolus_pilferus
2128,Poaceae,Sporobolus,pyramidalis,,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_sporobolus_pyramidalis
2129,Poaceae,Sporobolus,pyramidatus,,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_sporobolus_pyramidatus
2130,Poaceae,Sporobolus,virginicus,,,Monocots,,,,,,,,,,,,,,,,,,2n,"18, 20, 30, 40","18, 20, 30, 40",INDIGENOUS,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 14.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.2, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.2, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.09, 'max': 0.12, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_sporobolus_virginicus
2131,Poaceae,Stenotaphrum,secundatum,"St. Augustine grass, buffalo grass",,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,2n,"18, 20, 36, 54, 72","18, 20, 36, 54, 72",PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.3, 'max': 1.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.3, 'max': 1.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.15, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_stenotaphrum_secundatum
2132,Poaceae,Stipa,cernua,needlegrass,,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,2n,70,70,PC,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.12, 'max': 0.24, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.12, 'max': 0.24, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_stipa_cernua
2133,Poaceae,Themeda,villosa,Lyon's grass,,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,2n,"32, 40","32, 40",PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 150.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_themeda_villosa
2134,Poaceae,Tragus,berteronianus,"bur grass, bertero goatgrass",,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,2n,20,20,PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.12, 'max': 0.15, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_tragus_berteronianus
2135,Poaceae,Trisetum,flavescens,yellow oatgrass,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_trisetum_flavescens
2136,Poaceae,Trisetum,glomeratum,"he`u-pueo, mountain pili",,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 25.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.2, 'max': 0.4, 'exmax': 0.6, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.2, 'max': 0.4, 'exmax': 0.6, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.25, 'max': 0.3, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_trisetum_glomeratum
2137,Poaceae,Trisetum,inaequale,,,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 20.0, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.16, 'max': 0.2, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_trisetum_inaequale
2138,Poaceae,Vulpia,bromoides,brome fescue,,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,2n,14,14,PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 8.0, 'exmax': 12.0, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.35, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_vulpia_bromoides
2139,Poaceae,Vulpia,myuros,rat tail fescue,,Monocots,,,,,,,,,,,,,,,,,CARYOPSIS,2n,"14, 28, 42","14, 28, 42",PC,,,,,,,,,,,,,,,,,,,"{'exmin': 4.0, 'min': 5.0, 'max': 18.0, 'exmax': 20.0, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.35, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,poaceae_vulpia_myuros
2140,Poaceae,Zoysia,matrella,,,Monocots,pacifica,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poaceae_zoysia_matrella
2141,Podocarpaceae,Podocarpus,sp.,podocarp,,Dicots,S. Kona surveys,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,podocarpaceae_podocarpus_sp.
2142,Polemoniaceae,Collomia,linearis,,,Dicots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polemoniaceae_collomia_linearis
2143,Polemoniaceae,Gilia,capitata,blue field gilia,pg 1057,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,FUNNELFORM,,,Pale bluish violet,CAPSULE,2n,"16, 18",17,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.8, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 4.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,"{'exmin': nan, 'min': 14.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 8.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 0.16, 'max': 0.2, 'exmax': None, 'unit': 'cm'}",,,,,,,,polemoniaceae_gilia_capitata
2144,Polygalaceae,Polygala,paniculata,milkwort,pg 1057-1058,Dicots,,PUBERULENT,WHORLED to ALTERNATE,MONOECIOUS,,,,,,,,,OVATE,,,,,2n,52-56,-4,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.1, 'max': 0.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 2.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 0.4, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.4, 'exmax': nan, 'unit': 'cm'}",,,,,,,,"{'exmin': nan, 'min': 30.0, 'max': 120.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygalaceae_polygala_paniculata
2145,Polygonaceae,Antigonon,leptopus,"mexican creeper, mountain rose",pg 1059-1061,Dicots,,,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,NUT,2n,"14, 40, 42-44, 48",37.6,PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 2.0, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 5.0, 'max': 18.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 4.0, 'max': 6.0, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_antigonon_leptopus
2146,Polygonaceae,Coccoloba,uvifera,sea grape,,Dicots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_coccoloba_uvifera
2147,Polygonaceae,Emex,spinosa,no common name,pg 1060-1061,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,,,,,NUT,2n,20,20,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 0.8, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 5.0, 'max': 42.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.1, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 1.1, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.0, 'max': 29.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,polygonaceae_emex_spinosa
2148,Polygonaceae,Fallopia,convolvulus,black bindweed,,Dicots,,PILOSE,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 10.0, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_fallopia_convolvulus
2149,Polygonaceae,Persicaria,capitata,"knotweed, smartweed",,Dicots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.05, 'max': 0.35, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': 0.1, 'max': 0.4, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_persicaria_capitata
2150,Polygonaceae,Persicaria,chinense,"smartweed, knotweed",,Dicots,,GLABROUS,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_persicaria_chinense
2151,Polygonaceae,Persicaria,glabra,kamole,,Dicots,,GLABROUS,,,,,,,,,,,,,,,,,,,PC?,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.5, 'max': 1.5, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': 0.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_persicaria_glabra
2152,Polygonaceae,Persicaria,punctata,water smartweed,,Dicots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 1.0, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 1.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polygonaceae_persicaria_punctata
